INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS,TUITION FEE,AFFILIATED
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30249,30249,66783,72605,41666,45879,30249,77159,43117,43117,75331,75331,102459,102459,70021,102646,34665,35785,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65670,65670,115772,117634,90627,93731,65670,65670,65670,108732,100893,100893,122455,125555,84833,119987,90873,91872,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,16465,16784,40756,40756,21643,24227,16465,16784,23546,25314,46078,76781,57234,84611,47221,47221,18733,18733,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,114864,114864,114864,114864,116265,116265,117580,117580,115868,115868,116265,116265,126049,126049,121155,125153,114864,114864,120000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),61887,61887,61887,61887,118223,118223,61887,61887,96520,110343,98939,98939,122733,122733,97389,124909,61887,61887,50000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,35853,51310,105783,113122,89569,89569,35853,51310,85583,85850,96300,96300,122315,124865,81791,81791,90311,99408,50000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",50989,83351,116087,116087,114116,114116,50989,83351,98941,114737,113282,113282,125650,125650,120508,124145,117971,117971,50000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78821,78821,115091,115091,112924,112924,78821,78821,112824,115255,78821,78821,124155,124155,78821,124155,78821,78821,50000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,114273,118036,114273,118036,122987,122987,114273,118036,114273,118036,114273,118036,126088,126088,114273,118036,114273,118036,50000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,4729,NA,14787,NA,7005,NA,18582,NA,7619,NA,18747,NA,21598,NA,22298,NA,5678,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,3229,NA,8796,NA,5078,NA,3229,NA,5375,NA,9352,NA,13743,NA,15193,NA,3578,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,4175,NA,13266,NA,6732,NA,4175,NA,6440,NA,14989,NA,17355,NA,18057,NA,5052,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CST,COMPUTER SCIENCE AND TECHNOLOGY,NA,7484,NA,26514,NA,10425,NA,7484,NA,11340,NA,22865,NA,40297,NA,25126,NA,8463,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,11502,NA,33782,NA,20055,NA,99472,NA,18138,NA,50962,NA,53341,NA,47197,NA,12435,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,30589,NA,92895,NA,54073,NA,30589,NA,47274,NA,102760,NA,117529,NA,56577,NA,44677,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ETM,ELECTRONICS AND TELEMATICS,NA,32635,NA,74889,NA,41215,NA,46187,NA,44327,NA,66771,NA,123035,NA,119648,NA,42908,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,6706,NA,20572,NA,9963,NA,16178,NA,10497,NA,21687,NA,37648,NA,37809,NA,7355,100000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,47322,48842,72526,86407,85337,85337,47322,48842,70218,88919,91979,104445,101105,115283,78032,79552,91871,91871,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,5647,6121,14474,21285,8874,9793,29931,29931,8608,12015,16686,16686,28616,33596,25591,27262,5776,7630,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),4220,5165,11069,14327,7449,7479,10971,10971,7647,9084,13596,22304,21179,26038,13778,13778,5382,5908,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,3260,4274,10007,10430,5082,6048,9427,9427,5756,6462,8871,11936,14203,16428,12086,13552,4692,5018,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",4571,4896,10460,14022,6845,7118,13731,13731,7454,9097,14730,16512,20919,23404,18033,26418,5222,5551,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8895,11687,20276,30914,11674,16832,8895,45720,14745,17024,23630,26983,37448,44430,29413,29413,10917,11687,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,26709,33786,67718,67718,43420,43420,26709,33786,30106,49196,80233,96407,71825,83762,41822,41822,30885,33786,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,6398,7418,14778,17317,10051,10051,18185,18185,9624,12187,18172,28574,26712,31938,20608,32257,6977,7513,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,43256,73861,93651,104336,84835,89636,77060,77060,74145,115170,85813,85813,119581,119581,81445,81445,69516,73861,130000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,21542,21841,39348,51937,27435,35007,84567,84567,30781,36172,29955,29955,46776,72725,25142,53590,24820,25204,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,105681,105681,117414,117414,105681,111317,105681,105681,105681,118465,105681,105681,126084,126084,123186,123989,118076,118076,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),22505,24594,40637,55266,30678,34679,111952,111952,28998,28998,37081,37081,55543,69617,34862,59698,23711,24594,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19906,21668,37374,37374,23691,28793,19906,85741,24460,24460,47740,47740,44996,65209,45410,45410,20564,21668,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,15332,16500,32997,39509,21338,21982,41008,65371,20611,21240,33206,41636,42951,42951,24154,33591,17145,17145,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",17079,21255,36685,40484,22910,27725,17079,21255,24025,24025,34927,34927,39787,44756,26695,26695,18053,21404,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),29172,29172,52847,66855,37355,41302,29172,44745,34146,42322,64034,64034,97756,105199,58917,78888,29172,31442,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47324,47324,90012,102750,56793,60031,84543,84543,57666,59751,96851,108864,120835,125302,74540,112769,49637,49776,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,66080,66080,117178,117178,110562,110562,66080,113874,103400,105827,114111,117540,123797,124712,118680,118680,112234,116062,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,19076,21034,42247,43997,23089,28760,19076,21034,24585,28279,48332,88855,60191,67306,41065,41388,20619,21034,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,102970,117586,112055,117586,123440,123440,102970,117586,108155,117586,102970,117586,125007,125007,102970,124072,102970,117586,120000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),32123,35566,59453,59453,45473,52508,43837,43837,43410,43645,32123,92148,87095,87354,91308,115264,35901,39494,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),34449,34449,65559,77995,43688,47562,34449,34449,43614,44861,40942,76358,90926,122169,89661,89661,34449,34531,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,21122,21694,41906,45750,28928,30316,50146,50146,29394,29977,35896,56247,63158,71272,44455,47114,27265,27265,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",25467,25467,56952,56952,43172,44400,37122,37122,37053,37053,68974,68974,83773,106265,56649,67144,30075,30075,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),52321,52321,80136,87054,58394,66016,52321,52321,53929,72066,61177,75834,118754,121161,78448,120621,54599,54905,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43518,43518,104019,104019,61114,67821,43518,78586,60900,66831,111720,111720,120663,121157,83000,123265,55428,59914,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117137,117137,117137,117876,117137,117137,117137,117137,117137,117137,117137,117137,122250,122250,117137,122166,117137,117137,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,52639,111220,52639,111220,115541,115541,52639,111220,52639,111220,52639,111220,124460,124460,125564,125564,52639,111220,90000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),45343,46090,100704,106802,63811,71184,70940,70940,67528,75542,103062,110726,121111,124033,120816,120816,62419,62419,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,41682,41682,64916,64916,51543,55816,55209,55209,53665,54092,62524,75903,93698,106353,59430,84663,49145,49145,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",54854,54854,93704,102321,60507,76654,59135,59135,63461,76822,105759,105759,121717,121717,85160,85160,61242,61242,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),90534,96421,116846,116846,107961,110363,90534,96421,96289,113622,115802,115802,126016,126016,121715,121715,90534,96421,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81508,81508,107086,109942,103386,114490,81508,81508,81508,92163,100447,116033,123484,123484,124151,125307,81508,81508,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,87025,116337,87025,116337,100131,116337,87025,116337,104322,116337,87025,116337,98191,120486,120486,125531,87025,116337,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,82521,116644,82521,116644,109407,116644,82521,116644,82521,116644,82521,116644,124815,124815,118605,118605,82521,116644,66000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ANE,AERONAUTICAL ENGINEERING,16659,17431,39151,39151,26321,26321,49673,49673,22726,23382,20824,21176,26453,34098,27623,27623,30825,36750,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CIV,CIVIL ENGINEERING,55351,55351,55351,102382,71841,80892,55351,55351,100548,100548,95105,95105,124056,124056,118893,118893,93771,93771,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),12396,12396,25003,41132,18282,22266,12396,12396,17647,17647,12396,45385,43793,49702,31216,39630,12597,12597,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11878,11878,24536,37022,17653,19003,24246,24246,17160,17924,28016,51995,44664,44664,29752,54250,12941,12941,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE AND ENGINEERING,8402,9114,19829,26155,12532,12808,23835,23835,12603,12603,22698,29494,28850,29744,21584,30464,9957,9957,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,12696,12696,29924,38080,18687,21904,12696,12696,15446,20322,13901,54956,44601,54425,22936,22936,13487,13870,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",10721,10721,22785,35962,15401,16567,40724,40724,14088,16197,23369,61064,38883,38883,27490,31633,11820,11820,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,27279,27279,61335,63238,33370,36018,27279,110633,35729,39044,83514,90385,87994,95856,54441,77943,27446,27446,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,44104,45511,116016,116016,79917,83396,44104,45511,59119,68754,87912,87912,121362,121362,72608,72608,66534,66534,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,INF,INFORMATION TECHNOLOGY,13880,14186,33441,40966,18760,21996,45146,45146,18250,19115,26301,47922,47529,60340,39926,58218,14011,14186,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,MEC,MECHANICAL ENGINEERING,58341,100479,100966,100966,109609,114995,58341,112863,97038,100479,75974,113395,122567,122567,121072,121072,75766,100479,101000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CIV,CIVIL ENGINEERING,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,114959,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),81587,83712,81587,83712,82875,83712,81587,105699,102929,102929,81587,83712,123094,123094,81587,98734,81587,83712,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,58720,58720,102000,102000,63768,63768,60656,60656,58720,58720,86337,86337,116838,116838,84811,120850,72429,72429,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",68717,68717,115887,115887,69511,83411,68717,68717,72716,103075,114959,114959,123932,124687,99182,99182,75910,75910,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,83258,95160,118460,118460,116276,117397,83258,95160,116659,116659,116961,116961,112080,122041,123142,123142,83258,96805,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82476,116253,82476,116253,84466,116276,82476,116253,82476,116253,82476,116253,123094,123094,82476,116253,82476,116253,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,59484,59484,59484,59484,59484,59484,59484,59484,59484,59484,59484,59484,124976,124976,59484,59484,59484,59484,62000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,45325,48361,90111,95022,67943,76414,45325,48361,63294,65342,94791,94791,121240,125390,50279,125191,48881,48881,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CIV,CIVIL ENGINEERING,84261,89593,108428,108428,84261,111254,84261,89593,84261,89593,84261,89593,125231,125231,125245,125245,84261,89593,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),37694,44783,97150,97150,61648,61648,37694,44783,57558,59525,78191,96730,118683,119462,37694,113048,44712,44783,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,29090,29090,56576,72462,37772,38834,95902,95902,40084,40084,66864,85855,80465,84621,49793,63528,34219,35939,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",33439,33439,78779,117841,49670,54138,33439,33439,52341,55535,83209,93925,119303,125076,93850,125249,43392,43392,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),64356,64356,86236,95042,86946,94114,72743,72743,75571,85763,100188,100188,125994,125994,86072,119809,64356,64356,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34934,66518,112324,112324,74569,79141,34934,66518,72163,78021,83061,83061,122813,122813,104979,114897,65178,68309,95000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30238,34843,73876,91171,54971,60089,56231,56231,55133,60600,79074,79074,119664,119664,53873,122696,38997,44649,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,66689,107709,66689,107709,105315,107709,66689,107709,113729,113729,96335,107709,117748,125461,124065,124065,103873,107709,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),39638,42725,86363,92339,51293,52282,76556,76556,48699,48699,39638,112295,91099,93599,73334,102519,39638,42725,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),32842,32842,70414,70414,40193,47066,88902,88902,35669,41710,35277,90334,103150,118993,64368,94022,33421,35259,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,22843,29193,52718,58864,31866,31866,57878,57878,29519,34383,48948,83159,65264,73233,44578,44578,27109,29193,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,42880,42880,84779,84779,56784,58318,54475,54475,50941,58331,75380,75380,115955,122780,84865,84865,42880,42880,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",29182,31448,73128,81934,37733,44933,29182,31448,39433,39560,71694,111633,101725,101725,70080,89749,32431,35903,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),45973,50137,103747,103747,62669,80173,69210,69210,64691,69422,45973,79475,123878,124745,94805,96409,53222,53314,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53957,53957,113536,117768,64510,69937,53957,73371,63589,64233,117596,117596,125941,125941,92723,120626,58587,58587,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58123,70918,116701,116701,107426,107426,58123,70918,73964,88134,58123,70918,119448,119448,114101,124298,100448,114429,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,35099,35099,71053,71053,46806,46950,35099,35099,45477,45477,62119,62119,103371,103371,35099,58566,35099,35099,115000,JNTUH
